id,name,viaf,bmID,dbpediaID,wikipediaEntry,nomismaID,period,alt_name,date_1,date_2,mint,bio,RRC,appear,valid,created,createdBy,updated,updatedBy
291,"Valerius Acisculus, L.",,177685,,,l_valerivs_aciscvlvs_rrc,21,,45 BC,,Rome,"Republican moneyer, was Tribune of the Plebs (date uncertain). He issued coins in 45 BC.",474,L·VALERIVS ACISCVLVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
292,"Clovius, C.",,177692,,,c_clovi_praef_rrc,21,,45 BC,,Uncertain,Republican moneyer who issued coins as Praefectus with Julius Caesar while the latter was dictator.,476,C·CLOVI PRAEF,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
293,"Aemilius Buca, L.",,167155,,,l_aemilivs_bvca_rrc,21,,44 BC,,Rome,"Republican moneyer under Julius Caesar, one of four moneyers minting in Rome during 44 BC. He is presumably a relative of Sulla, and is attested as a supporter of M. Scaurus at his trial in 54 BC. ",480,,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
294,"Cossutius Maridianus, C.",,177705,,,c_cossvtivs_maridianvs_rrc,21,,44 BC,,Rome,"Republican moneyer under Julius Caesar, one of four moneyers minting in Rome during 44 BC, possibly a relative of the L. Cossetius Sabula (q.v.) who issued coins in 74 BC in Rome.",480,,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
295,"Mettius, M.",,177706,,,m_mettivs_rrc,21,,44 BC,,Rome,"Republican moneyer under Julius Caesar, one of four moneyers minting in Rome during 44 BC, he may be the same M. Mettius who appears as Legate in 58 BC.",480,,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
296,"Sepullius Macer, P.",,177707,,,p_sepvllivs_macer_rrc,21,,44 BC,,Rome,"Republican moneyer under Julius Caesar, one of four moneyers minting in Rome during 44 BC. He may be from Patavium but is otherwise unknown.",480,,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
297,"Nasidius, Q.",,177731,,,q_nasidivs_rrc,21,,44 BC,43 BC,Moving with Sex. Pompeius,Republican moneyer who struck coins for Sextus Pompeius while on campaign.,483, Q·NASIDIVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
298,"Antonius, C.",,177734,,,c_antonivs_m_f_pro_cos_rrc,21,,43 BC,,moving with C. Antonius,"Republican moneyer who was Praetor in 44 BC. He was given the province of Macedonia, which was subsequently taken away from him. He tried to take the province over again early in 43 BC.",484,C·ANTONIVS·M·F·PRO·COS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
299,"Flaminius Chilo, L.",,177736,,,l_flaminivs_chilo_iiii_vir_rrc,21,,43 BC,,Rome,Republican moneyer who may be identified with the Flaminius who was a candidate for the Tribune Suffectus  in 44 BC and the Cillo who was proscribed late in 43 BC.,485,L·FLAMINIVS CHILO IIII·VI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
300,"Accoleius Lariscolus, P.",,177737,,,p_accoleivs_lariscolvs_rrc,21,,43 BC,,Rome,"Republican moneyer, known only from his coins.",486,P·ACCOLEIVS LARISCOLVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
301,Petillius Capitolinus,,177738,,,petillivs_capitolinvs_rrc,21,,43 BC,,Rome,"Republican moneyer, known only from his coins. He may be the Petillius Capitolinus of Horace's Satires i.4.",487, PETILLIVS CAPITOLINVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
302,"Cestius, L.",,177742,,,l_cestivs_rrc,21,,43 BC,,Rome,Republican moneyer who was one of two praetors issuing coins in 43 BC.,491,L·CESTIVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
303,"Clodius, P.",,177756,,,p_clodivs_m_f_iiii_vir_a_p_f_rrc,21,,42 BC,,Rome,"Republican moneyer, known only from his coins.",494,P·CLODIVS·M·F·IIII·VIR·A·,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
304,"Livineius Regulus, L.",,177757,,,l_livineivs_regvlvs_iiii_vir_a_p_f_rrc,21,,42 BC,,Rome,"Republican moneyer, known only from his coins.",494, L·LIVINEIVS REGVLVS IIII,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
305,"Mussidius Longus, L.",,177758,,,l_mvssidivs_t_f_longvs_iiii_vir_a_p_f_rrc,21,,42 BC,,Rome,"Republican moneyer, known only from his coins.",494,L·MVSSIDIVS·T·F·LONGVS·II,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
306,"Vibius Varus, C.",,177760,,,c_vibivs_varvs_rrc,21,,42 BC,,Rome,"Republican moneyer, known only from his coins.",494,"C·VIBIVS VARVS,  C·VEIBIV",1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
307,Cornelius Lentulus Spinther,,94079,,,lentvlvs_spint_rrc,21,,43 BC,42 BC,Moving with Brutus and Cassius,Republican moneyer who issued coins with Brutus and Cassius. He may be the son of the Consul of 57 BC.,500,LENTVLVS SPINT,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
308,"Sestius, L.",,177812,,,l_sesti_pro_q_rrc,21,,43 BC,42 BC,Moving with Brutus,Republican moneyer who issued coins for Brutus as Proquaestor.,502,L·SESTI PRO·Q,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
309,"Flavius Hemic, C.",,177813,,,c_flav_hemic_leg_pro_pr_rrc,21,,43 BC,42 BC,Moving with Brutus,"Republican moneyer who issued coins with Marcus Junius Brutus. His identity and cognomen is uncertain; he is probably the Flavius Noster in two of Brutus' letters to Cicero and Atticus. If he is also the Flavius of Plutarch, Brut. 51, dead at Philippi, Plutarch must be wrong in describing him as Praefectus fabrum; if he is not, he may be the C. Flavius of Appian, BC v, 207, killed at Perusia. ",504,C·FLAV·HEMIC·LEG·PRO·PR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
310,"Servilius, M.",,177814,,,m_servilivs_leg_rrc,21,,43 BC,42 BC,Moving with Brutus and Cassius,Republican moneyer who issued coins as Legate with Brutus and Cassius. ,505,M·SERVILIVS LEG,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
311,(Pedanius) Costa,,177815,,,costa_leg_rrc,21,,43 BC,42 BC,moving with Brutus,Republican moneyer who issued coins as Legate under Brutus. ,506,COSTA LEG,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
312,"Servilius Casca Longus, P.",,177826,,,casca_longvs_rrc,21,,43 BC,42 BC,Rome,Republican moneyer who issued coins for Brutus after the assasination of Julius Caesar.,507,CASCA LONGVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
313,"Plaetorius Cestianus, L.",,177829,,,l_plaet_cest_rrc,21,,43 BC,42 BC,Moving with Brutus,Republican moneyer who issued coins under the command of Brutus. ,508,L·PLAET·CEST,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
314,"Cornuficius, Q.",,177833,,,q_cornvfici_avgvr_imp_rrc,21,,42 BC,,Africa,Republican moneyer who was an augur and had some position of authority in a province in Africa (the details of which are unclear).,509,Q·CORNVFICI·AVGVR·IMP,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
315,"Staius Murcus, L.",,177845,,,mvrcvs_imp_rrc,21,,42 BC,41 BC,Moving with L. Staius Murcus,"Republican moneyer, involved in the civil wars between Brutus & Cassius and Octavian & Antony after the death of Julius Caesar. He issued coins while commanding independently (Africa), but was also under the command of Octavian and later under Cassius (Appian, Civil Wars, IV).",510,MVRCVS·IMP,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
316,"Clodius Vestalis, C.",,177856,,,c_clodivs_c_f_vestalis_rrc,21,,41 BC,,Rome,"Republican moneyer, was later ProConsul of Crete and Cyrene.",512,C·CLODIVS C·F VESTALIS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
317,"Arrius Secundus, M.",,175463,,,m_arrivs_secvndvs_rrc,21,,41 BC,,Rome,"Republican moneyer, known only from his coins.  He may be the son of one of the two Q. Arrii who became praetors in the second half of the first century.",513,M·ARRIVS·SECVNDVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
318,"Numonius Vaala, C.",,177862,,,c_nvmonivs_vaala_rrc,21,,41 BC,,Rome,"Republican moneyer, known only from his coins.",514,C·NVMONIVS VAALA,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
319,"Servius Rufus, L.",,93826,,,l_servivs_revfvs_rrc,21,,41 BC,,Rome,"Republican moneyer, known only from his coins.",515,L·SERVIVS REVFVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
320,"Barbatius Pollio, M.",,177869,,,m_barbat_q_p_rrc,21,,41 BC,,Moving with M. Antonius,Republican moneyer who issued coins as an officer of Mark Antony (q.v.). ,517,M·BARBAT·Q·P,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
321,"Cocceius Nerva, M.",,177873,,,m_nerva_proq_p_rrc,21,,41 BC,,Moving with M. Antonius,Republican moneyer who issued coins while Proquaestor under Mark Antony.,517,M·NERVA·PROQ·P,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
322,"Gellius Poplicola, L.",,177886,,,l_gell_q_p_rrc,21,,41 BC,,Movng with M. Antonius,Republican moneyer who issued coins as quaestor on behalf of Mark Antony.,517,L·GELL·Q·P,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
323,"Cornelius Balbus, L.",,177887,,,balbvs_pro_pr_rrc,21,,41 BC,,Moving with Octavian,Republican moneyer who issued coins as Propraetor under Octavian during the years of the Second Triumvirate and became Consul Suffectus the following year.,518, BALBVS·PRO·PR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
324,"Domitius Ahenobarbus, Cn.",,177891,,,cn_domitivs_l_f_imp_rrc,21,,41 BC,,Moving with Cn. Domitius Ahenobarbus,"A partisan of Brutus and Cassius, following Julius Caesar's assassination. After fighting the Second Triumvirate at sea, he reconciled with Mark Antony, who made Ahenobarbus governor of Bithynia. He supported Antony until he grew disgusted with the latter's liaison with Cleopatra and transferred his allegiance to Octavian just before the battle of Actium. He died shortly thereafter. He issued coins as moneyer in 41 BC. ",519,CN·DOMITIVS·L·F·IMP,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
325,"Salvidienus Rufus, Q.",,177908,,,q_salvivs_imp_cos_desig_rrc,21,,40 BC,,Moving with Octavian,"One of Octavian's (Augustus, q.v.) closest friends, despite a relatively humble origin. He was designated for Consul of 40 BC but offered to desert to Mark Antony and lost his honours when this treachery was revealed. He was killed or committed suicide in fall of 40 BC, after being condemned of treason. He issued coins with Octavian while consul designate and governor of Gaul.",523,Q·SALVIVS·IMP·COS·DESIG,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
326,"Labienus Parthicus, Q.",,159600,,,q_labienvs_parthicvs_imp_,21,,40 BC,,moving with Q. Labienus,"A general of C. Cassius Longinus, he was sent to Parthia in 43 BC to gain aid against Octavian and Mark Antony. He struck coins for the Republican forces after the assassination of Julius Caesar. He was killed in 39 BC.",524,Q·LABIENVS·PARTHICVS·IMP,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
327,"Sempronius Gracchus, Ti.",,177912,,,ti_sempronivs_graccvs_rrc,21,,40 BC or later,,Rome,"Republican moneyer, known only from his coins. He was Quaestor Designatus when he issued them.",525,TI·SEMPRONIVS·GRACCVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
328,"Voconius Vitulus, Q.",,177919,,,q_voconivs_vitvlvs_q_design_rrc,21,,after 40 BC,,Rome,"Republican moneyer, issued coins as Quaestor designate around 40 BC. ",526,Q·VOCONIVS VITVLVS Q·DESI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
329,"Sempronius Atratinus, L.",,177972,,,l_atratinvs_avgvr_rrc,21,,39 BC,,uncertain,"Republican moneyer, became Consul Suffectus in 34 BC. ",530, L·ATRATINVS·AVGVR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
330,"Ventidius Bassus, P.",,96207,,,p_ventidi_pont_imp_rrc,21,,39 BC,,East,"Republican moneyer who was born in Picenum and taken as a captive to Rome during the Social Wars. He worked his way up in the Roman Army, gained the notice of Julius Caesar, and became his protégé. He eventually chose Mark Antony's side in the Antony/Octavian struggle after the assasination of Caesar, and is remembered for a superb victory against the Parthians (for which he celebrated a triumph in Rome). ",531,P·VENTIDI PONT·IMP,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
331,"Domitius Calvinus, Cn.",,177980,,,dom_cos_iter_imp_rrc,21,,39 BC,,Osca,"Republican moneyer and a loyal partisan of Julius Caesar and Octavian. He held Consulships in 53 and 40 BC; he issued coins after a triumph in Spain, to which post he had been assigned by Octavian. ",532,DOM·COS·ITER·IMP,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
332,"Vipsanius Agrippa, M.",,,,,agrippa,21,,38 BC,,Moving with Octavian,"Republican moneyer, best known for winning the Battle of Actium. He was a lifelong friend of Octavian/Augustus, and issued coins as Consul designate in 38 BC. He held many public offices and engaged in public works when Augustus became emperor; he was named heir to Augustus and married Augustus' daughter Julia, but he died in Campania in 12 BC.",534,M·AGRIPPA·COS·DESIG,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
333,"Junius Silanus, M.",,178031,,,m_silanvs_avg_q_pro_cos_rrc,21,,33 BC,,Moving with M. Antonius,Republican moneyer who issued coins with Mark Antony as quaestor. ,542,M·SILANVS·AVG·Q·PRO·COS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
334,"Turullius, D.",,178049,,,d_tvr_rrc,21,,31 BC,,Moving with M. Antonius,Republican moneyer who issued coins for Mark Antony. ,545,D·TVR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
335,"Pinarius Scarpus, L.",,178051,,,scarpvs_imp_rrc,21,,31 BC,,Cyrenaica,"Commanded four legions under Antony in Cyrenaica, despite being an (adoptive) cousin of Octavian. After Actium he switched allegiance to Octavian, but was not allowed to serve in public office due to a perfidious nature. He issued coins for Mark Antony in 31 BC.",546,SCARPVS IMP,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
336,"Calpurnius Piso (Frugi), Cn.",,177312,,,cn_piso_frvgi_rrc,21,,43 BC,31 BC,uncertain,"Republican moneyer, was later Consul Suffectus in 23 BC.",547,,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
337,"Quinctius Flamininus, T.",,99353,,,t_q_rrc,21,,196 BC,,Greece,Republican moneyer who was a general instrumental in the Roman conquest of Greece. He was victorious over Philip V's  forces at the Battle of Cynoscephalae in 197 BC.  He  held various offices until his death in 174 BC.,548,T·QVINCTI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
338,"Oppius, Q.",,178056,,,q_oppivs_pr_rrc,21,,88 BC (?),,Laodiceia-ad-Lycum (possibly),"Republican moneyer who may be identified with the only known Q. Oppius, who governed Cilicia in 88 BC.",550,Q·OPPIVS·PR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
339,"Caecilius Metellus, M.",,175442,,,m_metellvs_q_f_rrc,21,,127 BC,,Rome,"Republican moneyer, presumably the M. Caecilius Q.f. Q.n. Metellus who was Consul in 115 BC. His father was Q. Caecilius Metellus Macedonicus (q.v.). Coins of this type were later issued under Lucius Cornelius Sulla (q.v.).","263, 369",M·METELLVS Q·F,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
340,"Servilius Vatia, C.",,175470,,,c_serveili_rrc,21,,127 BC,,Rome,"Republican moneyer, known only from his coins. Coins of this type were later issued under Lucius Cornelius Sulla (q.v.).","264, 370",C·SERVEILI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
341,"Fabius Maximus, Q.",,175471,,,q_max_rrc,21,,127 BC,,Rome,"Republican moneyer, presumably the Q. Fabius Maximus who was Consul in 116 BC. Coins of this type were later issued under Lucius Cornelius Sulla (q.v.).","265, 371",Q·MAX,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
342,"Domitius Ahenobarbus, Cn.",,175639,,,cn_dom_2_rrc,21,,118 BC,115 BC,Narbo and Rome,"Republican moneyer and Consul in 96 BC. He issued coins in Narbo in 118 BC as a senior monetary magistrate, jointly with the other monetary magistrates L. Licinius Crassus (q.v.), M. Aurelius Scaurus (q.v.), C. Malleolus (q.v.), L. Cosconius (q.v.), L. Pomponius (q.v.) and L. Porcius Licinus (q.v.). He is also likely to be the moneyer who issued coins in Rome in 116 or 115 BC. He may be a relative of the Cn. Domitius (q.v.) who issued coins in 128 BC, though from a different branch of the family.","282, 285",CN·DOM,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
343,"Gargonius, C.",,176819,,,gar_rrc,21,,86 BC,,Rome,Republican moneyer who issued coins jointly with Ogul(nius) (q.v.) and M. Ver(gilius) (q.v.). He is likely to have been the C. Gargonius who appears in Cicero's Brutus 180.,350A,GAR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
344,Ogul[nius],,176822,,,ogvl_rrc,21,,86 BC,,Rome,"Republican moneyer who issued coins jointly with C. Gargonius (q.v.) and M. Ver(gilius) (q.v.). He is known only from these coins, inscribed OGVL. ",350A,OGVL,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
345,"Ver[gilius], M.",,176823,,,ver_rrc,21,,86 BC,,Rome,Republican moneyer who issued coins jointly with C. Gargonius (q.v.) Ogul(nius) (q.v.). He may be the M. Vergilius who was Tribune of the Plebs in 87 BC. His name may alternately be M. Verginius.,350A,VER,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
346,"Norbanus, C.",,176874,,,c_norbanvs_rrc,21,,83 BC,43 BC,Rome,Republican moneyer and the son of C. Norbanus (Consul 83 BC). He himself was Praetor in 43 and Consul in 38 BC.,"357, 491",C·NORBANVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
347,"Cornelius Sulla Felix, L.",,,,,sulla,21,"Sulla~Cornelius L.f.P.n. Sulla Felix, L.",84 BC,83 BC,Italy - Moving with Sulla,"Republican moneyer, the dictator of the Roman republic 81-80 BC. He was a patrician who marched on Rome twice but ultimately gave up his dictatorial powers. ","359, 369, 370,",L·SVLLA IMPER ITERVM,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
348,"Crepusius, P.",,176889,,,p_crepvsi_rrc,21,,82 BC,,Rome,"Republican moneyer, known only from his coins. ","360, 361",P·CREPVSI,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
349,"Mamilius Limetanus, C.",,176890,,,c_mamil_limetanvs_c_f_rrc,21,,82 BC,,Rome,"Republican moneyer, presumably a son of the C. Mamilius Limetanus who was Tribune of the Plebs in 109 BC. ","360, 362",C·MAMIL LIMETANVS·C·F,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
350,"Marcius Censorinus, L.",,176891,,,l_censorin_rrc,21,,82 BC,,Rome,"Republican moneyer, presumably the father of the L.Marcius Censorinus who was Consul in 39 BC. If he was not proscribed, he may be identified with the Censorinus who was attested as Legate in 70 BC.","360, 363",L·CENSOR[IN],1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
351,"Cornelius Lentulus Marcellinus, Cn.",,177203,,,cn_len_q_rrc,21,,76 BC,59 BC,"Spain (possibly), Antioch","Republican moneyer who Issued coins as Quaestor in 76-75 BC. He was later Praetor in 60 BC and governor of Syria in 59-58 BC, where he may also have issued coins. He was consul in 56 BC.","393, 549",CN·LEN Q; LEN CVR·DEN·FL;,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
352,"Pompeius Magnus, Cn.",6224297,148402,,,pompey,21,"Pompey the Great~Pompeius Cn.f.Sex.N. Magnus, Cn.",71 BC,49 BC,Moving with Pompey,"Republican moneyer, who issued coins in 71 BC and as proConsul in 49 BC. He was a member of the First Triumvirate (though a rival of Crassus'), and after the dissolution of that alliance became an enemy of Julius Caesar. He died in 48 BC, the victim of an assasination in Egypt. ","402, 447, 446",MAGN PRO·COS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
353,"Plaetorius Cestianus, M.",,177283,,,m_plaetorivs_cest_rrc,21,,69 BC,67 BC,Rome,Republican moneyer who was Praetor around 64 BC. ,"405, 409","M·PLAETORIVS CEST., M·PLA",1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
354,"Aemilius Lepidus Paullus, L.",,177442,,,pavllvs_lepidvs_rrc,21,,62 BC,,Rome,Republican moneyer who was Consul in 50 BC. He falsely claimed to be descended from Lucius Aemilius Paullus. He issued coins solely and jointly with L Scribonius Libo (q.v.) in 62 BC.,"415, 417",PAVLLVS LEPIDVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
355,"Scribonius Libo, L.",,177443,,,libo_rrc,21,,62 BC,,Rome,"Republican moneyer who may possibly be the same Scribonius Libo who was Consul in 34 BC, but may alternately be said Consul's father. He issued coins both solely and jointly with L Aemilius Lepidus Paullus (q.v.).","416, 417",LIBO,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
356,"Aemilius Lepidus, M.",,177450,,,m_lepidvs_rrc,21,"Lepidus~Aemilius M.f.Q.n. Lepidus, M.",61 BC,42 BC,Rome,"Republican moneyer, M. Aemilius Lepidus, III vir r.p.c (member of the Second Triumvirate with Octavian and Antony). ","419, 489, 495",M·LEPIDVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
357,"Plautius Hypsaeus, P.",,177467,,,p_ypsae_rrc,21,,60 BC,58 BC,Rome,"Republican moneyer, was Praetor around 55 BC. He issued coins solely in 60 BC and jointly with M. Aemilius Scaurus (q.v.) while Curule Aedile in 58 BC.","420, 422","P·YPSAE, P·HVPAEVS",1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
358,"Junius Brutus, M.",,57296,,,brvtvs_rrc,21,"Brutus~Caepio Brutus, Q.",54 BC,42 BC,Rome,"Republican moneyer, best known as one of the conspirator against Julius Caesar. He fought with Pompey against Julius Caesar at Pharsalus, but was pardoned by the victorius Caesar and became his supporter. He grew concerned with Caesar's unchecked growing power and was persuaded by Cassius to join the plot against the dictator. After the assasination, he was persuaded to honor Caesar's will and went into exile on Crete. He died fighting Octavian's forces at the second battle at Philippi.","433, 500-508",BRVTVS,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
359,"Sicinius, Q.",,177542,,,q_sicinvs_iii_vir_rrc,21,,49 BC,,Rome,"Republican moneyer, known only from his coins. These were issued solely and jointly with C. Coponius (q.v.).","440, 444",Q·SICINVS III VIR,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
360,"Iulius Caesar, C.",100227925,58909,,,julius_caesar,21,"Julius Caesar~Iulius C.f.C.n. Caesar, C.",49 BC,44 BC,Moving with Caesar,"Republican moneyer, C. Julius Caesar, or Julius Caesar. He is best known for his role in the transformation of the Roman Republic into the Roman Empire. He conquered Gaul and was a member of the First Triumvirate, but after the collapse of that political alliance became an enemy of Pompey the Great's and crossed the Rubicon to march on Rome as part of the struggle. He attained multiple Consulships and was named dictator perpetuus, a move which sparked the jealousy of C. Cassius and concern of M. Junius Brutus. These two men headed the plot which led to the assasination of Julius Caesar on March 15, 44 BC.","443, 452, 456,",various,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
361,"Vibius Pansa Caetronianus, C.",,177565,,,c_vibivs_c_f_c_n_pansa_rrc,21,,48 BC,,Rome,Republican moneyer who was Consul in 43 BC and was probably the adoptive son of the C. Vibius Pansa (q.v.) who issued coins in 90 BC. ,"449, 451","C·VIBIVS·C·F·C·N PANSA, C",1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
362,"Iunius Brutus Albinus, D.",,177590,,,albinvs_brvti_f_rrc,21,,48 BC,,Rome,Republican moneyer who was Consul Designatus in 42 BC,"450, 451",ALBINVS·BRVTI·F,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
363,"Caecilius Metellus Pius Scipio, Q.",,97146,,,q_metel_pivs_scipio_imp_rrc,21,,47 BC,46 BC,Africa,"Republican moneyer, was Consul in 52 BC. He became father-in-law of Gnaeus Pompeius Magnus. He commanded the army at Thapsus, and was killed in battle against Gaius Julius Caesar's legions.","459, 460, 461",Q·METEL·PIVS SCIPIO·IMP,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
364,Eppius,,177631,,,eppivs_leg_f_c_rrc,21,,47 BC,44 BC,"Africa, Spain","Republican moneyer, a Legatus fisci castrensis (financial official in the province). He issued coins jointly with Q. Caecilius Metellus Pius Scipio (q.v.) and later with Sextus Pompeius Magnus Pius (q.v.).","461, 478","EPPIVS LEG·F·C, EPPIVS LE",1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
365,"Pompeius Magnus, Cn.",,177679,Gnaeus_Pompeius,Gnaeus_Pompeius,gnaeus_pompeius,21,Pompey the Younger,46 BC,45 BC,Spain,"Republican moneyer, was the oldest son of Pompey the Great. He supported his father in the campaigns against Julius Caesar, and supported the Pompeian cause until his death.","469, 470, 471",CN·MAGNVS·IMP·F,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
366,"Munatius Plancus, L.",,177691,,,l_planc_praef_vrb_rrc,21,,45 BC,40 BC,Rome,"Republican moneyer who issued coins while Praefectus Urbis in 45 BC, and later under the command of Mark Antony. He managed to survive the complex political currents in the first century BC by constantly shifting his allegiance. He was consul in 42 BC and served as ProConsul in various provinces. Contemporary sources suggest he was not well-respected. ","475, 522","L·PLANC PRAEF·VRB, L·PLAN",1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
367,"Pompeius Magnus Pius, Sextus",62341213,94599,Sextus_Pompey,Sextus_Pompey,sextus_pompey,21,Sextus Pompey,45 BC,,Spain and Sicily,"Youngest son of Pompey the Great (q.v.), he was not involved much in politics until the death of his father in Egypt (48 BC) when he fought against the forces of Antony and Octavian. He escaped after the Battle of Munda in 45 BC and built up a power base in Sicily. He signed the Pact of Misenum in 39 BC, but was attacked in the Battle of Messina (37 BC), escaping after Agrippa destroyed his navy (36 BC). He was caught in Miletus in 35 BC, where he was captured and executed without trial, on the orders of Mark Antony. He issued coins in Spain and Sicily from 45 BC. ","479, 477, 478,","SEX·MAGNVS PIVS·IMP, MAGN",1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
368,"Antonius, M.",88759462,59282,Mark_Antony,Mark_Anthony,mark_antony,21,"Mark Antony~Antony~Marcus Antonius~Antonius M.f.M.n., M.",43 BC,31 BC,Gallia Cisalpina and Transalpina,"Republican moneyer, born around 83 BC and is best remembered for his affair with Cleopatra VII of Egypt. He was a distant cousin of Julius Caesar, and supported him and his adoptive son Octavian. With Octavian he sought to avenge the assasination of Caesar, fighting the forces of Brutus and Cassius, but the two allies became enemies. Antony committed suicide during the final days of the battle of Actium, as Octavian overpowered his and Cleopatra's combined forces. ","488, 489, 496,",various,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
369,"Caesar, C.",,57074,,,octavian,21,"Augustus, Octavian",43 BC,36 BC,Gallia Cisalpina and Transalpina,"Roman emperor. Born C. Octavius, adopted by Julius Caesar (q.v.) as C. Julius Caesar in 44 BC, then Imperator Caesar Divi Filius (known as Octavian). Took new name of Augustus in 27 BC. Became first Roman emperor. Died 19 August AD 14. Deified 17 September AD 14. He issued coins as moneyer in 43 BC. ","490, 493, 497,",various,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
370,"Aquinus, M.",,177793,,,m_aqvinivs_leg_rrc,21,,43 BC,42 BC,moving with Cassius,Republican moneyer who issued coins with Cassius as legate. ,"498, 499",M·AQVINIVS·LEG,1,2011-01-01 00:00:00,56,2015-08-05 00:00:00,56
